time_ms,ax,ay,az,gx,gy,gz
23715,10.081,2.048,2.110,-19.771,-22.962,49.931
23766,9.729,1.633,1.897,-10.725,-16.023,59.969
23816,9.578,0.910,1.753,-14.855,-15.649,59.824
23865,10.335,0.242,1.847,-16.740,-4.115,64.481
23915,9.693,0.086,1.595,-12.130,-2.344,21.275
23965,9.911,-0.168,1.681,-10.328,5.885,16.924
24015,10.071,-0.275,1.387,-11.405,4.000,17.947
24066,10.220,-0.395,1.729,-3.603,8.420,13.588
24116,10.296,-0.259,1.751,-3.000,2.695,7.115
24166,10.038,-0.390,1.854,-1.985,3.298,-1.740
24216,9.978,-0.417,1.693,2.939,6.290,-9.046
24266,10.327,-0.460,1.930,2.786,2.969,-0.733
24316,9.997,-0.821,1.921,-0.076,-4.603,3.282
24367,9.472,-0.877,1.842,-3.595,9.557,-11.206
24416,10.076,-0.642,1.863,-8.046,4.427,-12.740
24466,10.208,-0.326,2.072,-6.466,1.786,-3.588
24516,9.978,-0.043,1.906,-3.198,4.435,-4.290
24566,10.097,-0.333,1.993,-1.626,8.282,-7.061
24616,10.112,-0.352,2.081,-6.733,0.931,-3.939
24667,10.265,0.153,1.926,-1.954,7.985,-3.595
24716,9.879,-0.467,2.110,-2.458,5.397,-6.473
24766,9.733,-0.666,2.100,-5.924,7.000,-10.420
24816,9.942,-0.455,2.182,-3.557,-2.092,-4.565
24866,9.769,0.029,2.055,-2.740,2.344,-3.924
24916,10.164,-0.125,2.318,-2.344,1.565,-0.740
24967,10.224,-0.201,2.084,-4.336,-0.031,-3.878
25016,9.681,-0.129,2.254,-4.634,3.664,-0.817
25066,9.947,0.048,1.983,-5.374,1.191,-6.412
25116,9.987,0.160,2.340,-0.687,0.947,-5.641
25166,10.430,-0.055,2.172,-3.489,-0.809,-5.489
25217,9.800,0.086,2.139,-4.084,0.344,-6.504
25267,10.255,0.311,2.311,-3.275,0.076,-7.534
25316,9.927,0.048,2.220,-3.573,0.840,-10.824
25366,10.057,0.321,2.134,-2.595,0.809,-7.527
25416,9.913,0.103,2.084,-4.924,-1.176,-5.191
25466,10.232,0.448,2.304,-6.672,0.374,-4.069
25517,9.858,0.268,2.263,-8.588,1.359,-2.260
25567,9.786,0.295,2.203,-6.023,5.809,-3.954
25617,10.100,0.352,2.134,-6.740,3.084,-6.420
25667,10.107,0.462,2.591,-6.061,0.679,-10.733
25717,10.026,0.582,2.302,-7.069,4.534,-5.557
25767,9.824,0.783,2.244,-4.863,-1.664,-8.122
25818,10.011,0.891,2.096,-4.351,0.038,-4.328
25867,9.829,0.493,2.326,-2.458,-0.290,-7.824
25917,10.047,0.630,2.263,-7.672,0.092,-2.527
25967,9.484,0.704,2.369,0.214,-2.885,-16.489
26017,9.949,0.369,2.285,-3.580,-0.641,-2.076
26067,9.750,0.891,2.139,-2.420,0.634,-5.916
26118,10.167,1.358,2.230,-4.389,3.023,-8.824
