time_ms,ax,ay,az,gx,gy,gz
13821,0.216,9.786,0.455,-4.817,0.924,-0.870
13872,0.230,9.815,0.457,-3.794,0.740,-0.641
13921,0.196,9.844,0.381,-4.198,0.710,-0.710
13971,0.237,9.803,0.498,-4.733,0.565,-0.672
14021,0.223,9.724,0.436,-3.183,0.733,-0.771
14071,0.189,9.717,0.457,-4.405,0.710,-0.931
14121,0.216,9.767,0.467,-3.458,0.626,-0.847
14172,0.120,9.750,0.400,-3.840,0.962,-0.725
14221,0.187,9.774,0.503,-4.336,0.733,-0.740
14271,0.194,9.733,0.412,-3.748,0.756,-0.824
14321,0.141,9.753,0.548,-3.901,0.763,-0.824
14371,0.189,9.803,0.390,-3.718,0.595,-0.809
14422,0.213,9.755,0.419,-3.672,0.725,-0.687
14472,0.172,9.757,0.469,-4.099,0.542,-0.832
14521,0.180,9.724,0.398,-4.076,0.740,-0.840
14571,0.189,9.772,0.390,-4.198,0.756,-0.901
14621,0.163,9.753,0.493,-3.076,0.641,-0.832
14671,0.144,9.776,0.467,-4.252,0.832,-0.733
14722,0.206,9.822,0.469,-4.214,0.672,-0.656
14772,0.259,9.764,0.429,-3.863,0.893,-0.802
14822,0.175,9.772,0.584,-3.763,0.649,-0.672
14872,0.192,9.788,0.467,-3.885,0.931,-0.855
14922,0.192,9.786,0.505,-3.374,0.649,-0.824
14972,0.180,9.774,0.453,-3.183,0.786,-0.863
15023,0.153,9.834,0.390,-3.641,0.786,-0.702
15072,0.158,9.798,0.386,-4.443,0.771,-0.756
15122,0.199,9.741,0.462,-3.336,0.817,-0.824
15172,0.211,9.812,0.479,-4.053,0.840,-0.664
15222,0.184,9.769,0.400,-4.031,0.908,-0.756
15272,0.175,9.719,0.486,-3.733,0.847,-0.695
15323,0.225,9.824,0.563,-3.466,0.954,-0.969
15372,0.110,9.769,0.433,-3.481,0.740,-0.641
15422,0.204,9.788,0.417,-4.458,0.962,-0.656
15472,0.110,9.764,0.505,-3.237,0.802,-0.817
15522,0.163,9.779,0.465,-4.595,0.634,-0.641
15572,0.132,9.841,0.465,-4.137,0.786,-0.611
15623,0.218,9.776,0.503,-3.656,0.687,-0.878
15672,0.213,9.810,0.445,-3.924,0.901,-0.733
15722,0.134,9.858,0.414,-3.504,0.931,-0.756
15772,0.132,9.753,0.419,-4.298,0.603,-0.656
15822,0.132,9.743,0.438,-3.847,0.740,-0.893
15873,0.220,9.760,0.426,-3.466,0.679,-0.618
15923,0.077,9.757,0.462,-3.947,0.901,-0.901
15972,0.208,9.760,0.479,-4.153,0.588,-0.618
16022,0.194,9.774,0.467,-2.908,0.809,-1.099
16072,0.180,9.743,0.395,-4.351,0.779,-0.771
16122,0.223,9.755,0.479,-2.794,0.809,-0.748
16173,0.144,9.707,0.417,-2.435,0.885,-0.924
16223,0.175,9.750,0.462,-4.626,0.733,-0.718
16273,0.122,9.753,0.407,-2.992,0.748,-0.870
16323,0.230,9.808,0.388,-4.977,0.763,-0.611
16373,0.129,9.803,0.501,-3.565,0.809,-0.702
16423,0.165,9.736,0.422,-3.687,0.710,-0.885
16474,0.113,9.736,0.455,-3.542,0.855,-0.840
16523,0.213,9.741,0.462,-3.947,0.840,-0.710
16573,0.129,9.717,0.302,-4.756,0.733,-0.748
16651,0.168,9.781,0.426,-3.565,0.718,-0.794
16701,0.172,9.776,0.522,-3.725,0.794,-0.763
16751,0.160,9.769,0.422,-3.145,0.824,-0.878
16801,0.292,9.776,0.407,-3.840,0.809,-0.710
16851,0.158,9.714,0.484,-3.756,0.863,-0.863
16902,0.187,9.717,0.481,-4.191,0.779,-0.832
16951,0.160,9.772,0.400,-2.832,0.687,-0.885
17001,0.240,9.834,0.400,-4.023,0.733,-0.748
17051,0.263,9.772,0.388,-4.260,0.908,-0.725
17101,0.127,9.776,0.503,-4.015,0.824,-0.840
17152,0.163,9.808,0.431,-3.924,0.863,-0.786
17202,0.151,9.820,0.323,-4.038,0.809,-0.687
17251,0.148,9.810,0.525,-3.656,0.756,-0.656
17301,0.206,9.767,0.386,-3.366,0.626,-1.046
17351,0.129,9.755,0.405,-4.275,0.840,-0.779
17401,0.165,9.772,0.422,-3.603,0.634,-0.893
17452,0.278,9.760,0.426,-3.450,0.664,-0.802
17502,0.175,9.786,0.493,-4.099,0.679,-0.870
17551,0.182,9.781,0.433,-3.412,0.802,-0.947
17601,0.158,9.808,0.412,-4.137,0.802,-0.733
17651,0.189,9.805,0.429,-3.267,0.824,-0.771
17701,0.220,9.781,0.402,-3.710,0.779,-0.756
17752,0.141,9.800,0.386,-3.924,0.695,-0.733
17801,0.182,9.757,0.410,-3.588,0.595,-0.748
17851,0.146,9.793,0.383,-3.565,0.893,-0.885
17901,0.132,9.779,0.412,-4.107,0.863,-0.779
17951,0.213,9.784,0.431,-3.962,0.863,-0.626
18001,0.184,9.762,0.390,-4.046,0.756,-0.885
18052,0.187,9.805,0.407,-4.626,0.695,-0.771
18101,0.084,9.786,0.374,-2.969,0.771,-0.977
18151,0.093,9.743,0.331,-3.802,0.786,-0.786
18201,0.184,9.776,0.563,-4.397,0.634,-0.824
18251,0.156,9.796,0.412,-3.168,0.611,-0.832
18301,0.201,9.736,0.410,-3.771,0.824,-0.634
18352,0.184,9.772,0.443,-3.824,0.893,-0.718
18401,0.125,9.712,0.347,-3.969,0.725,-0.710
18451,0.168,9.764,0.390,-3.779,0.802,-0.840
18501,0.125,9.731,0.381,-3.931,-0.084,-0.695
18551,0.141,9.774,0.407,-4.122,0.733,-0.763
18601,0.242,9.764,0.505,-3.664,0.992,-0.802
18652,0.187,9.733,0.390,-4.046,0.756,-0.771
18701,0.177,9.774,0.438,-4.069,0.641,-0.779
18751,0.189,9.767,0.467,-4.046,0.771,-0.733
18801,0.048,9.774,0.465,-3.863,0.802,-0.832
18851,0.189,9.760,0.441,-3.634,0.725,-0.725
18902,0.146,9.743,0.261,-4.458,0.748,-0.656
18952,0.165,9.748,0.448,-4.183,0.893,-0.794
19001,0.208,9.776,0.393,-3.534,0.595,-0.870
19051,0.156,9.753,0.479,-4.595,0.817,-0.779
19101,0.137,9.721,0.489,-3.466,0.847,-0.664
19151,0.141,9.784,0.314,-3.252,0.679,-0.908
19202,0.115,9.812,0.400,-3.924,0.817,-0.847
19252,0.132,9.788,0.376,-4.443,0.908,-0.786
19302,0.177,9.757,0.467,-4.603,0.802,-0.824
19352,0.189,9.808,0.398,-2.992,0.664,-0.969
19402,0.180,9.743,0.445,-4.824,0.779,-0.740
19452,0.249,9.743,0.477,-3.298,0.740,-0.916
19503,0.170,9.817,0.283,-2.374,-2.305,-0.817
