time_ms,ax,ay,az,gx,gy,gz
16156,10.265,-0.86,0.266,-5.939,-4.298,-16.176
16206,9.956,2.579,0.036,-0.908,1.626,-3.023
16257,10.37,1.061,0.702,-7.771,5.344,15.176
16307,9.638,-2.251,2.285,-3.947,-7.74,9.504
16356,9.997,1.018,-1.128,-2.267,0.511,-0.122
16406,9.798,0.01,-1.047,10.908,6.649,9.198
16456,9.781,-2.076,3.825,-9.71,1.221,-4.267
16506,10.026,-1.818,-1.478,-3.099,-7.29,-16.351
16557,9.563,2.692,0.381,5.252,4.084,-0.344
16607,9.614,2.73,2.45,-14.183,2.031,-8.0
16657,10.038,0.546,1.265,-18.099,2.611,-1.534
16707,10.358,-0.218,0.45,-32.863,-0.45,0.992
16757,9.616,0.069,-0.002,-3.221,3.13,0.557
16807,10.018,-0.584,1.473,-3.046,2.046,-0.496
16858,10.095,-0.275,0.192,-3.153,0.115,-2.092
16907,9.975,-0.18,0.936,-3.053,0.313,-0.969
16957,10.162,-0.06,0.232,-3.084,-0.321,-0.756
17007,9.999,-0.405,0.833,-3.191,1.931,0.137
17057,10.107,-0.347,0.666,-3.176,0.473,-1.573
17107,10.085,-0.34,0.556,-3.191,0.267,-1.504
17158,10.172,-0.022,0.678,-3.26,0.656,-1.389
17207,10.093,-0.18,0.568,-3.221,0.71,-0.702
17257,10.052,-0.386,0.719,-3.305,1.053,-0.565
17307,10.04,-0.292,0.527,-3.389,-0.26,-0.878
17357,9.978,-0.268,0.62,-3.29,1.092,-0.893
17408,10.066,-0.201,0.546,-3.191,0.435,-0.901
17458,9.999,-0.093,0.651,-3.321,1.061,-0.771
17507,9.992,-0.208,0.671,-3.168,0.305,-0.939
17557,10.076,-0.273,0.747,-3.405,-0.832,-0.84
17607,10.181,-0.237,0.077,-3.321,1.0,-1.924
17657,10.081,-0.046,0.671,-3.489,2.534,0.366
17708,10.061,-0.323,0.618,-3.427,1.221,-0.74
17758,9.973,-0.117,0.838,-3.366,1.397,-0.519
17807,10.047,-0.342,0.719,-3.29,-1.702,-0.649
17857,10.061,-0.115,0.364,-3.328,0.389,1.298
17907,10.095,-0.69,0.752,-3.168,0.542,-0.695
17957,10.097,0.098,0.263,-3.405,-0.42,-5.527
18008,10.15,0.223,1.013,-0.359,-0.42,0.42
18057,9.798,0.046,0.077,4.313,-0.779,3.893
18107,9.966,-1.059,1.054,-3.13,4.069,-0.885
18157,10.047,-0.776,-0.278,-3.29,-2.611,-3.55
18207,10.162,0.532,1.061,-3.328,0.969,-1.809
18257,9.949,-0.448,-0.426,-3.511,2.55,1.863
18308,10.117,-0.673,1.372,-3.26,-0.298,0.145
18357,10.081,-0.062,0.407,-3.267,0.595,-4.511
18407,10.014,0.065,0.177,-3.244,-0.237,-0.382
18457,10.234,-0.137,0.872,-3.168,2.58,1.275
18507,9.99,-0.982,0.455,-3.221,0.298,-2.29
18557,9.97,-0.352,-0.17,-3.473,-1.359,-2.321
18608,10.15,-1.365,0.948,-3.344,1.908,-6.252
18657,10.208,0.211,0.893,-2.847,-6.595,-8.008
18707,9.882,0.74,-1.059,-3.649,1.489,-1.282
18757,10.251,-0.927,1.423,-3.557,4.137,3.137
18807,10.138,-0.381,0.889,-3.0,-1.366,-6.916
18857,9.911,0.558,-0.58,-3.26,0.351,-0.344
18908,10.081,0.043,0.996,-3.298,3.58,2.282
18957,9.958,-0.541,0.802,-3.382,1.58,2.206
19007,10.093,-0.371,0.759,-3.26,-1.015,-2.809
19057,9.997,0.11,-0.01,-3.038,-0.939,-2.198
19107,10.057,-0.144,0.532,-3.313,4.107,0.229
19158,10.107,-0.319,0.922,-3.183,-0.687,-1.481
19208,10.078,-0.23,0.113,-3.153,0.42,-2.321
19257,10.114,0.065,0.469,-3.511,3.076,-1.053
19307,10.167,-0.067,0.723,-3.038,1.496,0.817
19357,10.121,-0.065,0.256,-3.328,1.336,2.679
19407,10.129,-0.113,0.146,-3.366,3.924,3.092
19458,10.167,-0.577,1.569,-3.298,1.198,1.725
19508,10.059,-0.311,0.383,-3.275,0.336,-0.344
19558,10.133,-0.374,0.795,-3.321,-1.015,-2.145
19608,10.107,-0.541,0.702,-3.221,-2.092,-3.649
19658,10.069,0.072,0.34,0.641,-1.947,-4.771
19708,10.061,0.627,0.036,-3.733,5.084,2.397
19759,10.148,-0.915,1.176,-3.397,2.649,2.985
